GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
KLRG1_PRF1,CDA_PLBD1,MS4A1_PTCRA,PHACTR1_RGS18
GIMAP7_LTB,PRF1_SERPINF1,GSTP1_TNFSF13B,HAVCR2_NRGN
HLA-DMA_LINC00926,BLNK_GZMK,PRR5_TCL1A,IFITM3_PTGS1
GIMAP7_SNX29P2,KLRC1_LAT2,GPR56_PLBD1,FCRLA_SPARC
CD2_PPBP,ARHGAP24_TTC38,RAMP1_SERPINF1,HLA-DMB_IGSF6
MFSD1_RAMP1,CD79A_FCRLA,F13A1_FCN1,HLA-DQA1_SMCO4
ALDH2_IGSF6,FGFBP2_GP9,FCER1G_GZMH,CD19_PKIG
CA2_HLA-DMB,PPBP_TTC38,APOBEC3G_IFI30,CD1C_IFITM3
ARPC1B_GPX1,FCGR2B_NCR3,IGFBP7_TNFSF13B,S1PR5_SPON2
CD247_MS4A1,CD2_KLRC1,FCN1_RAMP1,CD19_FCRLA
PHACTR1_PLBD1,HLA-DMA_NPC2,IGSF6_PHACTR1,BLNK_CD19
IL32_MZB1,CD79A_SERPINF1,RGS18_TNFSF13B,FGFBP2_MYL9
SMIM14_SPON2,HLA-DQB1_TNFRSF1B,CDA_TNFSF13B,ALDH2_MS4A6A
CD9_ITGA2B,AP001189.4_CD72,CD9_XCL2,ALDH2_IL1B
HINT1_TTC38,PLA2G12A_S100A12,NRGN_PPBP,ALDH2_HLA-DMA
LGALS2_PTGS1,ADAM28_IL1B,CD37_SMIM14,PLBD1_SERPINF1
CCL3_MS4A6A,HLA-DMB_TYROBP,BLVRA_FPR1,S100A12_S1PR5
HAVCR2_SEPT5,FPR1_LST1,C5AR1_CTSS,IFITM3_NCF2
ODC1_PGRMC1,CLEC10A_MFSD1,LAMTOR1_PARVB,FCER1G_PLBD1
CD79A_SMCO4,GP9_XCL2,CA2_TPM4,HLA-DQA1_SERPINF1
PTPRCAP_SAMD3,ASGR1_TNFSF13B,PLD4_TPM4,RAMP1_S1PR5
CD2_S100A11,CCL3_LDLRAP1,PNOC_S100A12,FCER1A_FPR1
HLA-DMA_JAKMIP1,NCOA4_VAMP8,CD37_EAF2,AP001189.4_GPR56
FCGR2B_SPARC,GIMAP5_GZMK,FCER1G_SMCO4,FCGR2B_LAT2
ARPC1B_TNFRSF1B,HLA-DOB_TREML1,ADAM28_S100A11,FCGR3A_IGSF6
ARPC5L_MMD,FCRLA_MYL9,FCGR3A_LST1,C2orf88_FCER1A
CD37_GIMAP5,CD9_LY6G6F,BLVRA_HLA-DPA1,IL1B_PHACTR1
ADAM28_TUBB1,CD160_KIAA0125,GP1BA_S100A6,C5AR1_IFITM3
CD37_HAVCR2,AQP3_S100A12,FCER1G_H2AFY,HLA-DMA_IFI30
CDA_LST1,SERPINF1_VAMP8,AIF1_S100A11,FCGR3A_SMCO4
CST7_NKG7,CLIC3_TPM4,ARPC1B_SRGN,GZMH_PF4
ACRBP_HIST1H2AC,MS4A1_SPON2,CCL4_LGALS1,HLA-DOB_IGLL5
ARPC1B_FOLR3,C5orf56_CLIC3,LINC00936_MAFB,ARHGAP24_PRSS23
HLA-DRB1_MMD,SERPINF1_TTC38,CD72_FGFBP2,MZB1_SERPINF1
LY6G6F_PLBD1,AQP3_TSC22D1,ADAM28_C1orf162,ITGA2B_SDPR
CYBA_GPR56,AQP3_GIMAP5,CST7_GZMA,C5AR1_PLD4
AQP3_GSN,GZMA_HOPX,CDA_SEPT5,PRSS23_TCL1A
PLEKHF1_PPBP,CLDN5_KLRC1,GRN_IGSF6,MYL9_TTC38
ADAM28_TYROBP,GSTP1_HLA-DMA,HLA-DPB1_NPC2,S100A12_TSC22D1
MAL_S1PR5,ACRBP_CCL5,HINT1_S1PR5,RP11-367G6.3_TMEM40
CD247_JAKMIP1,C9orf142_PRF1,IRF8_LTB,GZMH_TCL1A
CD2_HIST1H2AC,HLA-DMA_LST1,S1PR5_TREML1,HLA-DOB_TTC38
CYBA_GZMA,C2orf88_CD19,CD19_MPP1,GSN_IGFBP7
CYBA_LITAF,EFHD2_MAFB,CLIC3_KLRC1,CMTM5_FCRL6
LGALS1_PDIA3,LDLRAP1_PLA2G12A,CLIC3_NKG7,C5AR1_LGALS2
LITAF_TNFRSF1B,LAT2_TUBB1,CD37_LGALS2,FCGR3A_IGFBP7
ARHGAP24_S1PR5,PLA2G12A_PNOC,IGLL5_SPIB,CD19_CD72
FGL2_TIGIT,PARVB_TREML1,AQP3_LGALS3,CA2_SMCO4
MARCH2_TPM1,LGALS3_NPC2,HLA-DPA1_HLA-DQB1,APOBEC3A_TNFSF13B
ARPC1B_IL32,C5AR1_FCER1G,CLEC10A_GZMH,LY6G6F_MYL9
CD2_TIGIT,LINC00926_PKIG,F13A1_TALDO1,MYL9_SPARC
CEBPB_MAP3K7CL,ABI3_GP9,IL32_TNFRSF1B,ARHGAP24_CCL4
HLA-DQB1_MAFB,HLA-DMA_TIGIT,CLEC10A_SEPT5,CD72_GNG11
LTB_NCF2,FPR1_NPC2,MFSD1_TREML1,MS4A6A_PHACTR1
IGFBP7_PTGS1,C5AR1_CMTM5,IRF8_SMCO4,C5AR1_NCF2
APOBEC3A_LAT2,GZMK_TSC22D1,HLA-DRB1_S100A6,GPR56_PRSS23
CD37_F13A1,LGALS3_LST1,CD160_PGRMC1,ITGA2B_KIAA0125
LGALS3_TNFRSF1B,AIF1_HLA-DPA1,GPX1_TYMP,CD1C_FPR1
PLA2G12A_SDPR,IRF8_MMD,AQP3_FPR1,FCGR2B_SWAP70
KIAA0125_TCL1A,C5AR1_IL1B,FOLR3_IGLL5,CD79A_ITGA2B
LTB_P2RX5,FCGR2B_ZAP70,CDA_PLBD1,IFITM3_SERPINF1
IL32_SAT1,FPR1_HLA-DPA1,LDLRAP1_LGALS1,LY6G6F_SNX29P2
CD72_MAP3K7CL,MZB1_NCOA4,HLA-DQB1_IFITM3,IGLL5_S100A12
C5orf56_TCL1A,GSTP1_IGSF6,APOBEC3G_IGSF6,ADAM28_GNG11
CLIC3_PRR5,ADAM28_F13A1,CCL4_LDLRAP1,PPBP_TCL1A
CLU_SERPINF1,ARPC5L_BLNK,FGL2_HLA-DQA1,IFITM3_PLD4
GIMAP7_SEPT5,CCL5_ODC1,LINC00936_RAMP1,RGS18_S100A12
IL1B_MAFB,GSTP1_XCL1,HVCN1_MPP1,NCF2_PLD4
CLEC1B_GAS2L1,AP001189.4_MS4A1,FCGR3A_ODC1,FCER1A_PLBD1
IL32_VAMP8,ARHGAP24_FERMT3,BLNK_HLA-DQA1,LY6G6F_TTC38
GP9_RAMP1,C5AR1_TYROBP,HAVCR2_TYMP,HAVCR2_SNCA
NCOA4_TIGIT,GRN_TIGIT,LDLRAP1_PHACTR1,CA2_IFITM3
CYBA_S100A11,FPR1_TIGIT,KLRC1_XCL1,HLA-DMB_RGS18
ODC1_PLA2G12A,C5AR1_LGALS2,CDA_MFSD1,CCL3_PTGS1
HLA-DQA1_MAFB,GAS2L1_PTCRA,FCGR3A_TYROBP,GNG11_SNX29P2
KLRG1_PLA2G12A,SPON2_TCL1A,HOPX_TPM4,CD79A_SNX29P2
LST1_NCF2,FCER1G_HLA-DMB,ASGR1_HLA-DRB1,FCER1A_FGL2
PLA2G12A_TTC38,GIMAP5_S100A12,HLA-DQB1_IFI30,IFITM3_IGFBP7
CMTM5_TYROBP,AC147651.3_LAT2,C5AR1_GYG1,FPR1_SERPINF1
ADAM28_IL1B,C9orf142_P2RX5,PLA2G12A_S100A8,CD160_CD72
CD247_TIGIT,C2orf88_PNOC,LYAR_PNOC,FCRLA_GNG11
IGFBP7_MAFB,GZMA_PNOC,IGFBP7_IGSF6,APOBEC3A_MS4A6A
PGRMC1_S100A8,BLNK_GZMA,GYG1_NKG7,F13A1_GPR56
FGFBP2_GP9,GSTP1_LGALS3,LITAF_MAP3K7CL,ENHO_FCGR3A
GPR56_IFITM3,CD160_CD79B,HLA-DPA1_LGALS1,GAS2L1_SERPINF1
FCN1_PARVB,MAL_PLA2G12A,IL32_JAKMIP1,GZMB_RAMP1
LAMTOR1_ZAP70,FCGR2B_KLRG1,HVCN1_TREML1,GAS2L1_JAKMIP1
HINT1_LINC00936,GZMA_SNX29P2,NKG7_TCL1A,CD72_HLA-DOB
ITGA2B_SERPINF1,CD72_PLEKHF1,LINC00936_SMCO4,FPR1_MS4A6A
MAFB_SEPT5,FPR1_GSTP1,HVCN1_SEPT5,BLNK_PNOC
CDA_TYMP,CD19_NKG7,PPBP_TCL1A,CD160_LAT2
FCER1G_TALDO1,AKR1C3_FGFBP2,FCRL6_NCF2,CLIC3_GNG11
LYAR_NCR3,GAS2L1_PNOC,LINC00926_P2RX5,HAVCR2_PHACTR1
IL32_PGRMC1,ADAM28_HLA-DRB1,CCL4_GPX1,CLIC3_S1PR5
GIMAP7_SAT1,ABI3_ENHO,HLA-DMA_LTB,FGFBP2_GZMB
LDLRAP1_TUBB1,CCL5_HIST1H2AC,CST3_IL1B,AP001189.4_HVCN1
FPR1_TYROBP,CD247_FCGR2B,IL32_PDIA3,AKR1C3_XCL2
GIMAP5_MYL9,PF4_PPBP,MAFB_PLBD1,AKR1C3_SDPR
CCL3_FOLR3,GNG11_LAMTOR1,CD2_S100A11,CDA_LGALS2
C9orf142_CLIC3,HLA-DMB_MS4A6A,PARVB_TCL1A,CD79A_GP9
CYBA_GZMB,NPC2_SEPT5,LY6G6F_PYCARD,SPON2_TCL1A
LTB_MAL,APOBEC3A_XCL1,IGFBP7_TYMP,CD9_XCL1
SRGN_TIGIT,PLA2G12A_PTCRA,SDPR_TNFSF13B,CLEC10A_MPP1
HOPX_XCL1,PPBP_PRF1,LGALS1_LTB,HLA-DMA_PTGS1
CCL5_PRF1,AC147651.3_CLDN5,AQP3_TYMP,PF4_PRSS23
LY6G6F_PHACTR1,APOBEC3G_RAMP1,AC147651.3_CD160,GRN_PHACTR1
HLA-DQA1_IFITM3,GRN_HLA-DPA1,HINT1_LINC00926,CDA_HLA-DMB
LYAR_SAMD3,ARPC5L_HOPX,ARPC1B_XCL1,IGLL5_SPON2
COTL1_TTC38,CD79B_LITAF,CTSS_IGFBP7,IGFBP7_MS4A6A
FCRL6_MFSD1,ARHGAP24_PF4,GZMH_TREML1,CD79A_TCL1A
ADAM28_FCN1,FGL2_MAFB,NRGN_PLA2G12A,SNCA_SWAP70
CCL3_PHACTR1,GZMK_S100A12,CD2_SAT1,CD72_PKIG
BLVRA_MYL9,C2orf88_KIAA0125,CLDN5_FOLR3,CLIC3_GP9
GRN_TYROBP,FGFBP2_XCL2,C5orf56_LGALS2,P2RX5_TMEM40
IL1B_TYROBP,LITAF_ODC1,ADAM28_C5AR1,HLA-DOB_SNX29P2
GSN_PLD4,LINC00926_SERPINF1,ARPC1B_DYNLL1,CD19_RP11-367G6.3
PPBP_RGS18,CDA_CTSS,GP1BA_LTB,GZMB_PF4
GPR56_ITGA2B,HLA-DPA1_LGALS3,C9orf142_NCF2,HVCN1_SNX29P2
CD9_GNG11,MAL_SWAP70,GP1BA_S100A12,CMTM5_GP9
CTSS_PRR5,GZMB_TREML1,CYBA_GIMAP7,HLA-DMB_NRGN
ARPC1B_UBB,LST1_SEPT5,SMIM14_TCL1A,CLU_ITGA2B
CD37_ZAP70,AIF1_GRN,GPR56_TYMP,ARHGAP24_P2RX5
FGFBP2_LINC00926,JAKMIP1_MAL,LAT2_TNFSF13B,GZMH_PKIG
GPR56_PLBD1,CD79A_P2RX5,HLA-DRB1_NKG7,LGALS2_TNFSF13B
AIF1_GRN,MAP3K7CL_TMEM40,CMTM5_PLBD1,MAP3K7CL_SERPINF1
HLA-DRB1_LGALS3,C5AR1_F13A1,FCRL6_LGALS3,MPP1_PLD4
FPR1_IFITM3,HLA-DMA_HLA-DPA1,CLEC1B_PNOC,CDA_SNCA
GIMAP7_RAMP1,GZMK_HOPX,LGALS3_TYROBP,NCF2_SERPINF1
CST3_HAVCR2,HLA-DMB_HLA-DRB1,HLA-DQA1_TPM4,FCRLA_FGFBP2
ARPC1B_PTPRCAP,PGRMC1_S100A12,HLA-DOB_MFSD1,LGALS2_NRGN
CD160_PLA2G12A,LINC00936_SDPR,CD79B_S100A12,LINC00926_P2RX5
FCGR3A_ODC1,GNLY_NCOA4,CTSS_S100A12,PKIG_SEPT5
ASGR1_PTGDR,NKG7_PDIA3,HAVCR2_LINC00926,KIAA0125_RP11-367G6.3
LTB_PDIA3,C5AR1_HLA-DRB1,CTSW_HOPX,ACRBP_JAKMIP1
IRF8_SPARC,C9orf142_TTC38,FCRLA_GZMB,CA2_NCF2
IL32_PTPRCAP,MFSD1_PARVB,IFI30_LTB,ASGR1_GRN
CD37_HLA-DMB,CLIC3_SPARC,GZMK_MMD,FCRL6_TCL1A
PYCARD_SNCA,CA2_ENHO,CA2_HLA-DQA1,FPR1_RGS18
CYBA_SRGN,BLNK_PLA2G12A,CMTM5_EFHD2,KLRC1_PF4
HLA-DRB1_TYMP,CD2_FCGR2B,FCRL6_TYMP,ITGA2B_MS4A1
ADAM28_TNFSF13B,PLEKHF1_PPBP,ADAM28_HLA-DPA1,GP9_MS4A1
HLA-DPB1_HLA-DQB1,KLRC1_SPIB,COTL1_MPP1,F13A1_GP1BA
C1orf162_NCOA4,MS4A1_PKIG,FCER1A_HLA-DQA1,LAT2_PNOC
F13A1_TYROBP,IGSF6_LST1,CD37_SAT1,AKR1C3_GZMH
BLVRA_SDPR,LGALS3_TYMP,CTSS_FCGRT,HLA-DMB_IFI30
GAS2L1_PTCRA,AQP3_PTCRA,MS4A6A_S100A8,HLA-DMA_IGFBP7
CYBA_TPM4,ARPC5L_CD19,ASGR1_FCGR3A,MAFB_SNCA
LAMTOR1_TPM1,CD72_PKIG,CMTM5_CTSS,FGL2_TNFSF13B
LINC00936_TIGIT,GIMAP5_TSC22D1,FCN1_ID2,GSN_PLBD1
HINT1_MAP3K7CL,IFITM3_PHACTR1,GNLY_SAMD3,LAT2_SNCA
LTB_XCL1,IGSF6_NPC2,FPR1_IFITM3,CD72_SPARC
CEBPB_LDLRAP1,GZMB_MAP3K7CL,GIMAP7_LTB,LAT2_SPIB
LST1_PRF1,LGALS3_TIGIT,FCGR3A_NCF2,GZMB_SPARC
ASGR1_IFI30,FCGR3A_PHACTR1,FCGR3A_HLA-DPA1,IGFBP7_TNFSF13B
IRF8_RGS18,HLA-DPA1_NPC2,GIMAP7_SAT1,GZMB_PRSS23
HVCN1_SPON2,ARHGAP24_NCOA4,CD9_HLA-DPA1,FCRL6_TTC38
CEBPB_MMD,GAS2L1_LAT2,CCL4_LYAR,EAF2_PTGS1
CTSW_PLA2G12A,GNLY_PF4,ADAM28_TYMP,FCER1G_NRGN
PTPRCAP_VAMP8,KIAA0125_NKG7,CCL3_TYMP,FGL2_IL1B
PGRMC1_PTCRA,LITAF_TPM1,FCRLA_LINC00926,SMCO4_TNFSF13B
APOBEC3G_PNOC,HVCN1_LINC00926,BLNK_CD160,GNG11_MYL9
CYBA_ID2,FCER1A_GZMB,ID2_NPC2,BLNK_S1PR5
C5AR1_IL1B,AC147651.3_PNOC,LAMTOR1_MAFB,FGL2_NRGN
ID2_RGS18,FCRL6_GNG11,CEBPB_TSC22D1,FGFBP2_PKIG
CD2_HLA-DQB1,FCN1_PTGS1,CDA_NPC2,LINC00926_XCL1
LAT2_SPON2,CD19_GZMK,CDA_CEBPB,IFI30_SNCA
FCER1A_PKIG,C2orf88_CCL5,HAVCR2_LST1,AKR1C3_GPR56
LY6G6F_NCF2,CTSW_PPBP,CA2_CD1C,F13A1_GNG11
C9orf142_NKG7,AC147651.3_CD2,CEBPB_LGALS2,ADAM28_F13A1
CA2_GNG11,FCER1A_GSN,LINC00936_PHACTR1,IFITM3_SMCO4
C5orf56_KLRB1,CD160_TPM1,FCER1A_FCN1,FCGR3A_FPR1
DYNLL1_SWAP70,CD1C_CLIC3,CD247_GPR56,SNCA_SPIB
PDIA3_RP11-367G6.3,IGFBP7_TNFSF13B,ASGR1_FGL2,HLA-DOB_SDPR
LAT2_NCR3,KLRB1_S100A8,FCRL6_MFSD1,CD9_GP9
CD37_LGALS2,CLEC10A_CLIC3,RGS18_S100A12,FGFBP2_GPR56
NRGN_PLA2G12A,FOLR3_KLRB1,HLA-DPA1_TPM4,GRN_IFI30
IGSF6_MAFB,GZMK_LDLRAP1,CD1C_GNG11,MPP1_PLBD1
PTPRCAP_TPM1,HVCN1_MZB1,MAL_PTCRA,GNG11_GZMB
S100A11_TIGIT,HLA-DMA_TYMP,MZB1_TCL1A,CLU_FCRL6
AIF1_SPIB,SAMD3_TREML1,CYBA_LINC00936,CCL4_PF4
IGFBP7_PLBD1,CD160_ODC1,IFITM3_SPARC,ADAM28_GP1BA
CLU_ITGA2B,H2AFY_MAP3K7CL,CA2_TREML1,MS4A6A_TNFSF13B
CTSW_TSC22D1,CST7_SNX29P2,LGALS2_SEPT5,FCER1A_IFITM3
CLIC3_MAP3K7CL,BLNK_C2orf88,H2AFY_SMIM14,FCER1A_SMCO4
BLVRA_CD79A,ARPC5L_KIAA0125,DYNLL1_FCER1A,LINC00926_MS4A1
IRF8_TYROBP,CA2_GYG1,PKIG_S1PR5,PNOC_SPON2
GIMAP7_JAKMIP1,CD2_LDLRAP1,CYBA_GSTP1,SEPT5_TCL1A
GIMAP7_ODC1,CST7_PPBP,GZMA_NCOA4,GP1BA_JAKMIP1
FPR1_SMCO4,C2orf88_TPM1,FCGR3A_FGFBP2,GP1BA_GZMH
GZMH_SMIM14,GZMK_MAL,IL1B_TSC22D1,HLA-DOB_MS4A1
HLA-DQA1_PHACTR1,LAT2_PLA2G12A,APOBEC3A_FCGR3A,GZMB_LINC00926
FCN1_PTCRA,MMD_ZAP70,LAT2_PNOC,CD19_FCGR2B
GPX1_IL1B,MZB1_SERPINF1,ARPC1B_GSTP1,HLA-DMA_MAFB
HOPX_LYAR,FCER1G_PTGS1,CD2_SPIB,FCRL6_PKIG
GZMA_HAVCR2,MS4A1_NCOA4,GZMH_LTB,GZMH_S1PR5
FCER1G_FPR1,CD9_IFI30,CA2_NCF2,FCGR2B_RGS18
CD2_KLRC1,IGFBP7_XCL1,IL1B_LGALS2,IFI30_LGALS2
AQP3_ODC1,AIF1_ID2,ACRBP_MS4A6A,ADAM28_GZMH
CDA_PKIG,C2orf88_CD79B,FGL2_NCF2,CDA_IFITM3
CLEC1B_PTCRA,NPC2_XCL1,NCOA4_TYMP,FCER1G_IGFBP7
FCER1G_GZMH,HLA-DPA1_SEPT5,LGALS3_SAT1,P2RX5_S1PR5
IFI30_KIAA0125,C2orf88_HOPX,GIMAP7_PLBD1,CLU_GP9
CD9_MAP3K7CL,CLDN5_GAS2L1,LDLRAP1_TPM4,GSN_IFITM3
FPR1_LINC00936,FERMT3_P2RX5,CCL3_HLA-DPB1,NRGN_SPIB
LDLRAP1_PLBD1,FPR1_TYMP,FGFBP2_HLA-DPA1,SERPINF1_SMCO4
HLA-DPB1_MS4A6A,CMTM5_PRR5,GZMA_SAT1,MS4A1_TTC38
COTL1_PLD4,PTCRA_TUBB1,CD2_IFITM3,CMTM5_RAMP1
CEBPB_HLA-DOB,BLNK_GAS2L1,IL32_PTPRCAP,GRN_PTGS1
FOLR3_SPARC,CD160_GIMAP5,CEBPB_TYMP,LINC00926_SEPT5
HLA-DMB_MS4A6A,CLIC3_PLD4,C1orf162_NKG7,CD1C_HLA-DQA1
CCL3_SMCO4,CCL4_PPBP,ID2_SRGN,FCER1G_FPR1
GIMAP7_IGFBP7,C2orf88_PDIA3,GZMK_SEPT5,CD72_TTC38
GZMK_SWAP70,CLEC1B_FCGR2B,CLEC10A_EAF2,CLIC3_ITGA2B
APOBEC3A_P2RX5,GZMB_MFSD1,IGFBP7_NRGN,CMTM5_PRSS23
LDLRAP1_PTCRA,CCL5_GZMK,C9orf142_SEPT5,FPR1_TNFSF13B
ARHGAP24_FGL2,PKIG_TPM4,KLRB1_LINC00936,GRN_MAFB
LTB_SAT1,CCL5_CD160,HLA-DQB1_IL32,LGALS2_SNCA
CD79A_CDA,CLIC3_SAMD3,ARPC1B_UBB,ASGR1_MPP1
COTL1_LINC00936,C5orf56_TREML1,SAMD3_TREML1,CDA_SERPINF1
S100A6_SMIM14,GNLY_PRF1,FCER1A_IFITM3,PRSS23_S1PR5
CCL3_EAF2,CLDN5_PRR5,CD9_LTB,CD19_CD79A
HLA-DQA1_SNX29P2,FCGRT_IGFBP7,FCRLA_S1PR5,HLA-DMA_IGSF6
GNG11_GZMH,LST1_TNFSF13B,GIMAP5_HOPX,GZMH_SDPR
CD79A_TCL1A,SEPT5_TIGIT,ACRBP_CD19,CA2_MARCH2
CD79A_MARCH2,NKG7_PNOC,ADAM28_GRN,APOBEC3A_GSN
LGALS1_LINC00936,BLNK_LITAF,LINC00936_PTPRCAP,RP11-367G6.3_TCL1A
CD19_S100A12,ENHO_MARCH2,FPR1_GZMH,C5AR1_HLA-DMB
PLBD1_TYROBP,FCER1A_FGFBP2,PTGS1_TYMP,IGLL5_SPARC
S100A6_VAMP8,ID2_SMCO4,HIST1H2AC_RAMP1,PNOC_TCL1A
CST3_FGL2,CCL3_RGS18,CD72_GZMB,ABI3_MAFB
CD79A_HLA-DQB1,GPR56_TNFSF13B,S100A12_S100A8,FCGR3A_PTGS1
DYNLL1_TSC22D1,HLA-DPA1_IGSF6,ADAM28_KLRC1,ITGA2B_PPBP
LINC00936_NRGN,ARPC5L_CD79B,HLA-DQB1_IGSF6,C5AR1_FOLR3
GSTP1_RP11-367G6.3,AP001189.4_TPM4,SNCA_TNFSF13B,LGALS2_SMCO4
AP001189.4_ENHO,GNLY_TTC38,LGALS1_TYMP,KIAA0125_P2RX5
F13A1_FCN1,C9orf142_SPON2,AKR1C3_CLEC10A,CDA_FCGR3A
PHACTR1_TUBB1,CDA_IGFBP7,H2AFY_TYMP,CD1C_SMCO4
GZMB_ITGA2B,ARHGAP24_PKIG,GZMK_NPC2,CD9_CMTM5
IGFBP7_NCF2,CD19_LITAF,CLIC3_HOPX,ABI3_CLEC10A
AIF1_NRGN,ARHGAP24_CTSW,CD79A_GPX1,FOLR3_IGSF6
PYCARD_TYMP,AIF1_HLA-DMA,LINC00926_PRSS23,MYL9_PRSS23
C5orf56_SRGN,CDA_LST1,CD247_FCRLA,FCGR3A_PHACTR1
LITAF_PRR5,HOPX_PLA2G12A,CD247_IL32,CD72_GZMB
S100A6_UBB,CD79A_SPON2,ASGR1_TYROBP,RAMP1_SNX29P2
GIMAP7_RP11-367G6.3,GSN_MAP3K7CL,LGALS2_S100A11,PLD4_PTGS1
C9orf142_ENHO,GZMK_KIAA0125,FPR1_SAT1,ARHGAP24_SPON2
CST7_KLRC1,GPR56_XCL1,MMD_PKIG,FPR1_GRN
AQP3_H2AFY,ACRBP_GZMA,MAL_PARVB,C5AR1_CLEC10A
CD2_S100A6,AIF1_FPR1,ENHO_PLBD1,HLA-DQA1_PTGS1
CD2_TPM1,GSTP1_NPC2,GNLY_SMCO4,GNG11_TTC38
IGFBP7_RGS18,ARHGAP24_CCL4,CA2_PLBD1,FGL2_MS4A6A
GSTP1_MZB1,LGALS1_SMCO4,CYBA_S100A6,RP11-367G6.3_TTC38
HOPX_XCL2,PTGDR_TPM4,PLA2G12A_S1PR5,MPP1_SERPINF1
NCR3_SAMD3,ARPC5L_KLRB1,KIAA0125_TPM4,ALDH2_NRGN
EAF2_SMCO4,GRN_XCL1,EFHD2_GZMB,NRGN_SWAP70
CD79A_CLU,CA2_FCRL6,CTSW_GSTP1,HLA-DMA_PHACTR1
C1orf162_IGFBP7,LGALS2_PRR5,ARPC1B_CCL3,BLNK_SNX29P2
CD72_TMEM40,CD2_GAS2L1,ASGR1_FCN1,HLA-DMA_PLBD1
IL32_S100A6,ARPC5L_ODC1,ASGR1_TNFSF13B,F13A1_RAMP1
CD37_GIMAP7,FGL2_SEPT5,FPR1_SMIM14,HLA-DQA1_IFITM3
CLIC3_TMEM40,GZMA_HIST1H2AC,IL32_SRGN,MS4A1_TCL1A
AQP3_RGS18,MAP3K7CL_SPARC,GZMB_SPON2,PTGS1_S100A12
GRN_IRF8,CLDN5_PLA2G12A,GSN_IGSF6,ARHGAP24_RP11-367G6.3
GNLY_HAVCR2,CTSW_GNLY,CYBA_SPON2,GZMB_MYL9
ALDH2_PKIG,CDA_GPR56,NRGN_SRGN,CD79A_LY6G6F
GRN_SDPR,GIMAP5_MAL,HINT1_PTCRA,FCGR2B_KIAA0125
GIMAP7_IL32,C9orf142_PLEKHF1,HLA-DQA1_LGALS1,PNOC_TMEM40
HLA-DQA1_HLA-DQB1,PRR5_SPIB,FPR1_IGSF6,CD160_TMEM40
COTL1_IL1B,HIST1H2AC_KLRB1,C5AR1_FPR1,FCGR2B_KLRC1
CD247_GPR56,CTSS_ID2,ARPC1B_CCL5,ARHGAP24_HVCN1
NKG7_XCL2,BLNK_NKG7,ADAM28_NPC2,CLIC3_LY6G6F
ARPC1B_C5orf56,TPM4_TREML1,BLNK_MS4A6A,HLA-DMB_SNCA
CD247_PTCRA,AC147651.3_BLNK,FPR1_TNFSF13B,PKIG_XCL1
CLEC10A_ENHO,MAP3K7CL_PLD4,HLA-DPA1_MAFB,CA2_MPP1
H2AFY_HLA-DQB1,FCGR2B_SNCA,HINT1_SRGN,FCER1A_PTGS1
LGALS2_PTGDR,CD79A_FERMT3,FCER1A_TNFSF13B,ALDH2_RGS18
CD37_SAMD3,FCN1_IL1B,LTB_MS4A6A,GP1BA_GP9
HAVCR2_TTC38,GRN_NPC2,ARPC5L_IFITM3,CDA_HLA-DQA1
CD79B_FGFBP2,PPBP_S1PR5,EFHD2_TYROBP,CLIC3_PF4
IL1B_SMCO4,CD72_HVCN1,HOPX_IGSF6,FCGR2B_NRGN
LTB_TALDO1,AP001189.4_C9orf142,F13A1_S100A12,CA2_MAP3K7CL
CST7_GZMB,IGSF6_TYMP,FCN1_GRN,FOLR3_TSC22D1
ARPC1B_CST7,FGL2_IGSF6,H2AFY_SAT1,CLU_SEPT5
CA2_ENHO,IFITM3_LY6G6F,C2orf88_CD160,HLA-DMA_SMCO4
C2orf88_CLEC1B,CD247_CLDN5,AKR1C3_LGALS3,GZMB_S1PR5
GNLY_MYL9,CD1C_MAP3K7CL,IGSF6_PYCARD,IL1B_LGALS2
CST3_LGALS3,PTGS1_TYROBP,F13A1_TYMP,RGS18_TNFSF13B
GZMA_NKG7,SPARC_TREML1,F13A1_NCF2,GP9_PPBP
AP001189.4_LINC00926,HLA-DPB1_SMCO4,IFI30_SNCA,IGLL5_LY6G6F
CCL5_ID2,FCER1A_TMEM40,CD9_GZMB,HLA-DQA1_TNFSF13B
LY6G6F_XCL1,CD79B_NKG7,HLA-DPA1_LGALS3,CD9_SEPT5
HVCN1_IGLL5,SEPT5_TYMP,CD79B_LGALS3,CDA_FOLR3
NKG7_PRF1,TIGIT_TYMP,EAF2_LST1,CCL3_MS4A6A
AIF1_LTB,CCL4_GNLY,HLA-DMA_IGSF6,CCL4_LINC00926
COTL1_PTPRCAP,FCGR2B_KLRC1,AKR1C3_MS4A1,FOLR3_KIAA0125
CD247_PARVB,ARPC5L_NKG7,CCL5_HLA-DMA,TCL1A_XCL1
FGL2_NCOA4,F13A1_GP1BA,CD79B_TPM4,FCRL6_GP1BA
EAF2_NRGN,CD19_PLA2G12A,HIST1H2AC_MS4A6A,SDPR_XCL2
H2AFY_ODC1,ADAM28_PLBD1,CST3_NPC2,C2orf88_JAKMIP1
CD37_LDLRAP1,FCER1G_IL1B,AP001189.4_LINC00926,FGL2_GSN
CST3_HLA-DPA1,CLEC10A_CLU,CLIC3_SEPT5,AKR1C3_LINC00926
