GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
LYZ_S100A9,RPL21_RPL27A,GZMK_RARRES3,LYZ_RPL3
EAF2_RPSA,FCN1_HLA-DPB1,PDLIM1_TYMP,CD99_P2RX5
GZMA_LYZ,RPL3_SPI1,FCGRT_FGFBP2,GABARAP_RAC1
DUSP2_FCRL6,EEF1A1_RPL27A,LAG3_MS4A1,NCR3_RPS13
LYAR_SAMD3,RPSA_S100A9,AP1S2_CST7,COTL1_PFN1
GZMK_RPL27A,RPL31_RPS20,GZMK_NKG7,RPS11_S100A4
FCRL6_RPL5,NEAT1_SH2D2A,CST3_PSAP,HLA-DQA1_HVCN1
CD74_GPX1,GZMK_HLA-C,ARPC5L_RPL3,LDHB_RPL10A
FTL_MARCH1,CD79B_RPS27,CHST12_HVCN1,HLA-DRA_PFN1
GNG7_TSPAN13,RPL23A_TYROBP,LINC00926_MYL12A,HLA-DQA2_TKT
HLA-DQA1_SNX2,CCL5_RPS27,ISG20_RPLP0,LY86_TMEM66
NPM1_RPSA,BLK_PPAPDC1B,CD14_RPSA,RPL5_RPLP2
CTSW_KLRG1,BANK1_VPREB3,IL7R_KLRG1,CTSS_HLA-DQA2
C12orf75_CD79B,RPL10A_TSPAN13,CD37_RPL13A,PFN1_SPI1
GZMH_PYCARD,FCER1G_RPL5,GNG7_LYAR,APMAP_CHST12
AIF1_MS4A1,GPX1_RPL3,RPS18_RPS20,CD99_LCK
LDHB_MARCH1,IL32_MS4A1,EAF2_HLA-DMA,CD247_RARRES3
CFD_RPL31,NCR3_RPLP0,HLA-DPB1_SAMD3,APMAP_HLA-DMB
HCST_LGALS3,HLA-DQA1_RPS25,APOBEC3G_BRI3,CCL5_PYCARD
APOBEC3G_PYCARD,RPS5_RPSA,GZMM_PPAPDC1B,RPL13A_SMIM14
SH2D2A_SPIB,APMAP_CST3,CST7_PTPRCAP,HLA-DQB1_SERPINA1
HLA-DPA1_RPL5,CD99_RPS15A,CCL4_TMEM66,TKT_TYROBP
CD99_RPLP0,CEBPD_NOSIP,AP1S2_MS4A1,CEBPD_SERPINA1
CD3D_HLA-DPB1,GABARAP_HLA-DRB1,DUSP2_GPX1,CCR7_RPS11
SNX2_TSPO,BRI3_CD99,EAF2_PPAPDC1B,RPL30_TALDO1
RPL21_RPS25,BLVRB_COTL1,PSAP_SAT1,GPX1_HOPX
CD74_RPS4X,CTSS_FCRL6,DUSP2_TSPO,RPLP2_RPS11
CD247_RPS3,CD68_S100A11,CTSS_GABARAP,IRF8_TYMP
CHST12_TYMP,RPL31_RPS4X,NOSIP_SAMD3,CCL4_CD8A
S100A11_TPT1,NCR3_RPL27A,GZMH_RPS28,HLA-E_S100A6
HLA-DMB_S100A6,RPL10_TCL1A,HLA-DQA1_S100A9,CCL4_CD40
EEF1A1_RPS3A,EAF2_TYMP,BLK_CD99,AP1S2_C12orf75
GSTP1_LCK,HOPX_TCL1A,DUSP2_HLA-DQA1,RAC1_SPI1
CD40_OAZ1,RPS14_S100A11,CD40_HCST,GZMH_HLA-DQA2
CFP_RPL21,KLRG1_S100A11,FCGRT_MARCH1,APMAP_SH2D2A
HLA-A_HLA-DRA,CST7_HLA-DRB1,CD8A_LINC00926,RPL35A_RPL5
AC092580.4_EAF2,FCGRT_PRF1,CD40_CTSS,IRF8_NCF2
CD99_NCR3,CD72_LCK,CXCR4_SH2D1A,CD79B_ISG20
PYCARD_S100A11,BRI3_RPS14,IRF8_LAG3,CST3_LDHB
PSAP_TCL1A,CST7_HLA-DQB1,CHST12_GNG7,MATK_OAZ1
CD3E_RPS28,BLK_SAT1,CST3_CTSS,CD37_TYMP
HCST_LYZ,MARCH1_RPLP0,FTH1_TYMP,GZMK_MATK
CD2_CTSW,CD79B_PRF1,GZMM_PNOC,CFD_MATK
MALAT1_RPL23A,MALAT1_RPS14,CD3D_RPS3,RPS13_SMIM14
HLA-DQA2_LCK,HLA-A_RPL13,LTB_RPS12,EAF2_HLA-DQA2
HLA-C_SH2D2A,IL32_LYAR,CD79A_CD8B,IRF8_PYCARD
GZMH_S100A8,EEF1A1_TMEM66,CYB561A3_FCGRT,CD247_CYB561A3
CTSS_RPS28,RPL10_TIGIT,APOBEC3G_CST7,HLA-DMA_ISG20
CEBPD_SPIB,PRF1_RPS3A,FCER1G_FCRL6,NCR3_PRF1
RPLP0_RPS13,LGALS1_RPL10A,HLA-DOB_RAC1,MATK_SNX2
HLA-DRB5_RAC1,GSTP1_RPL13,GZMH_GZMM,COTL1_RPL9
HLA-DPB1_RPS13,BRI3_RPS11,DUSP2_HLA-A,CEBPD_NCF2
FCN1_LYZ,CYBA_RPL21,FGFBP2_GSTP1,CD37_FTL
IL32_LCK,CD99_NCR3,PRF1_RPS11,HCST_S100A9
CD3E_HLA-DQA2,EEF1A1_GABARAP,FCRL6_LGALS1,HLA-B_HLA-DPB1
RPLP2_SMIM14,NEAT1_P2RX5,RPLP2_RPS5,CST3_GPX1
HLA-DRB1_RAC1,PNOC_RPLP0,CHST12_GZMM,CD37_PNOC
RPS3_TALDO1,NEAT1_TSPAN13,HLA-DQB1_SAT1,NOSIP_RPL13A
FCER1G_OAZ1,HLA-C_HLA-DRA,APOBEC3G_CCL5,CD37_TCL1A
PSAP_TYROBP,CD68_TIGIT,ARPC5L_RPL23A,HCST_HLA-A
NEAT1_S100A6,AC092580.4_GZMA,GZMM_PSAP,HLA-A_S100A6
LYAR_TKT,HOPX_RPS12,LGALS1_S100A9,LGALS3_RPL13A
FGFBP2_TSPO,GZMA_HLA-A,PFN1_RPL32,CD8B_HLA-DPA1
EAF2_NCF2,IL32_RPL13,CHST12_MATK,HLA-DPB1_KIAA0125
NPM1_PDLIM1,CD68_HLA-DPB1,AC092580.4_LY86,LDHB_RPL13A
LTB_SH2D1A,BLVRB_RPS18,CTSW_SH2D2A,PNOC_RAC1
CD74_RPL3,RPL5_SH2D1A,BANK1_CD99,CCL4_SAMD3
NEAT1_TYMP,HLA-DQA2_LCK,CCL4_COTL1,FCRLA_HLA-DRB1
HLA-A_NCR3,EAF2_PYCARD,GZMA_HLA-DOB,CD40_PTPRCAP
PFN1_RPS23,RPL18A_RPS28,HLA-C_MYL12A,CD79A_RPL31
KLRG1_S100A6,IRF8_RPL9,PNOC_VPREB3,CD8A_GPX1
LAG3_RPS20,ISG20_RAC1,CDA_SNX2,CYBA_TSPO
GNG7_VPREB3,NCF2_RPL36,GSTP1_HLA-DOB,GSTP1_MS4A6A
KLRG1_RPL9,AP1S2_CCL4,DUSP2_GABARAP,COTL1_OAZ1
RPL3_RPL36,RPS25_RPSA,CD247_LTB,GPX1_GSTP1
CCR7_RPS27,CST7_RPS5,CYB561A3_OAZ1,CD79A_CYB561A3
AP1S2_TCL1A,CD79B_NPM1,RPL21_RPLP0,HLA-DRB5_PTPRCAP
GZMM_NCR3,CD3E_GABARAP,OAZ1_S100A4,PPAPDC1B_RPS12
EEF1A1_RPL10A,CYBA_TIGIT,C12orf75_HLA-DQA1,CD79B_SAMD3
AP1S2_SH2D1A,AP1S2_GZMA,CTSW_PFN1,IL32_PKIG
CCL4_PRF1,C12orf75_RPLP2,COTL1_P2RX5,RPL31_RPS27
EAF2_RPS3,GZMK_GZMM,CD40_KLRG1,IL32_NCR3
RARRES3_RPLP0,CD8A_HLA-DRB1,GZMK_RPL36,HCST_RPS20
KLRG1_RPLP0,HLA-E_HOPX,HLA-DMB_NEAT1,GPX1_IRF8
BLVRB_PPAPDC1B,RPS13_SPI1,IL32_LYAR,RPL31_RPS15A
SPI1_TMEM66,CHST12_S100A8,FCRL6_HLA-DRA,GZMH_TSPO
PTPRCAP_RPL5,FCN1_RPL9,BLVRB_FCRL6,FCN1_GNG7
HLA-DMB_HLA-DRB1,AIF1_IL32,CD2_GZMK,FTH1_RPL23A
GSTP1_P2RX5,CD74_LTB,AP1S2_CD72,C12orf75_CD40
HLA-DMA_PDLIM1,LTB_RPL27A,HLA-DQA2_PSAP,BLVRB_TALDO1
BLK_FCGRT,LAG3_RPS25,SH2D1A_SMIM14,BLVRB_PFN1
RPS4X_TSPAN13,IL7R_RPL10,CD79B_GZMA,CD40_GABARAP
MS4A6A_NPM1,HLA-E_RAC1,RPS3_SMIM14,CD8B_CFP
RPS3_RPS5,KLRG1_SPIB,CCL5_KIAA0125,FGFBP2_TSPO
LCK_RPL18A,APOBEC3G_CD68,PRF1_RPS4X,RPL23A_RPL27A
GPX1_LGALS2,IL32_SERPINA1,RPL9_RPS10,GPX1_TALDO1
ISG20_RPS25,GZMK_RPL13,EAF2_RAC1,RPS13_RPS27A
RPL14_S100A9,FCER1G_PRF1,CXCR4_NPC2,CD79A_RPL3
RPL10A_RPS6,CD72_RPL30,HLA-DQB1_LST1,GPX1_KIAA0125
GZMK_MYL12A,PRF1_RPSA,LAG3_PKIG,COTL1_GRN
HLA-B_RPS3A,AIF1_RPS18,SAMD3_SH2D2A,LGALS1_PRF1
HLA-DOB_MALAT1,CXCR4_SNX2,FCRLA_GABARAP,AP1S2_CCL4
RPL18A_RPL31,CD79B_RPLP0,HLA-DQB1_TSPAN13,RPL18A_TCL1A
CHST12_HLA-E,CXCR4_LYZ,CXCR4_FCGRT,CD2_LDHB
GZMK_HLA-A,GPX1_IL7R,MARCH1_RARRES3,LGALS3_RAC1
RARRES3_SH2D2A,CTSW_RPL27A,GZMH_RPL18A,AP1S2_TMEM66
NCF2_S100A6,CCL5_IL7R,MARCH1_RPL3,CCR7_LTB
HLA-DMA_LGALS1,GABARAP_PYCARD,CYB561A3_TSPAN13,CD2_CD79B
HLA-DRB5_S100A6,GSTP1_TMEM66,EAF2_PNOC,CYB561A3_RAC1
MALAT1_SAT1,CD247_TIGIT,LCK_LGALS2,HVCN1_NOSIP
IL7R_SMIM14,NKG7_PTPRCAP,PFN1_RPS23,CFD_CHST12
MALAT1_SH2D2A,CD37_TPT1,LAG3_TCL1A,RPL30_SAMD3
FTH1_RPL18A,HLA-DOB_LST1,PRF1_TMEM66,GPX1_PRF1
RPL30_RPS14,HLA-DMA_NOSIP,FCRL6_HLA-DMB,GZMK_RPS29
PTPRCAP_RPS3,RARRES3_RPL21,HLA-DRB1_LTB,RPS20_SPI1
COTL1_GSTP1,BLK_RPS27,CD3D_CD79B,COTL1_CST3
BRI3_HLA-DMA,PFN1_RPS18,FCN1_GABARAP,LGALS1_PFN1
HLA-DOB_NOSIP,GZMM_PYCARD,COTL1_SAT1,CD8B_GSTP1
RPL14_RPL9,HLA-DQA1_OAZ1,CD3D_MYL12A,KIAA0125_LGALS1
NEAT1_RPL14,CD247_RPL11,CCL4_LDHB,CD79A_RPL10
CTSS_S100A11,HOPX_RPL27A,FGFBP2_HOPX,RPL32_RPS15A
CST7_HLA-DPA1,GZMA_LGALS3,HLA-B_RPL18A,GSTP1_TYROBP
LTB_RARRES3,RPL13A_TKT,FGFBP2_HLA-DRB5,CD40_GPX1
CCL5_GSTP1,LST1_TCL1A,AC092580.4_RPSA,CD79A_CHST12
ISG20_RPL11,AP1S2_NEAT1,HCST_S100A8,HVCN1_LGALS2
RPS29_SAT1,AIF1_MYL12A,HLA-DPA1_IRF8,CD2_PPAPDC1B
ISG20_RPL18A,B2M_RPS12,AP1S2_CFD,GZMK_HCST
CYB561A3_RPL5,LAG3_RPSA,RPS20_RPS25,GSTP1_PKIG
COTL1_TMEM66,CD247_CD74,ARPC5L_DUSP2,FCER1G_GSTP1
RARRES3_RPL5,CD40_HLA-C,CD3D_NKG7,HLA-DRB1_MATK
RPLP2_SAT1,FCN1_GZMH,PPAPDC1B_VPREB3,HOPX_NPM1
CCR7_RPL18A,HOPX_PRF1,IRF8_TKT,RPL23A_RPS29
HLA-E_RARRES3,NOSIP_RPL13,FCRL6_P2RX5,PSAP_TMEM66
FCRL6_RAC1,PSAP_SPI1,SERPINA1_VPREB3,HLA-DMB_SAMD3
EEF1A1_LYAR,CCR7_RPL18A,COTL1_RPL30,FGFBP2_SH2D2A
HLA-A_HLA-DMA,P2RX5_PRF1,CD74_NEAT1,CYBA_RARRES3
CST3_RPS18,CFD_RPL13,CDA_PDLIM1,CTSW_SH2D2A
FGFBP2_RPS4X,MS4A6A_RPL30,AP1S2_TCL1A,GZMM_LINC00926
CD3E_HCST,LCK_RPS5,HVCN1_MYL12A,HLA-E_RPS5
FCRLA_SERPINA1,DUSP2_TIGIT,EEF1A1_GZMH,GABARAP_MARCH1
PFN1_RPS11,CST7_IL7R,LST1_SPIB,CTSW_S100A11
ISG20_PTPRCAP,FCGRT_SNX2,RPL31_TMEM66,RPL35A_SAMD3
PRF1_RPS12,CD3D_SERPINA1,LST1_S100A8,CD79A_S100A8
KLRG1_RPLP2,HLA-DPA1_RPL13,RAC1_S100A9,C12orf75_FCER2
MARCH1_OAZ1,LGALS1_RAC1,ISG20_TSPAN13,CTSS_PTPRCAP
MS4A6A_RPS27A,SNX2_VPREB3,CFD_SAMD3,CD3D_HLA-DRB1
LYAR_NPM1,PNOC_RPL5,FTH1_TIGIT,HLA-B_HLA-DMA
RPS5_TIGIT,LYAR_SMIM14,CXCR4_HLA-DRB1,CD3D_OAZ1
RPS11_TMEM66,CD3E_CD99,RPL18A_RPL32,CD8B_HLA-DRB5
HLA-DMA_RPL11,CDA_RPS20,CD99_SNX2,CYBA_MS4A6A
LDHB_TPT1,GZMK_RPSA,PYCARD_S100A6,LGALS3_MARCH1
LAG3_RPS27A,CD2_RPL27A,C12orf75_ISG20,APOBEC3G_CTSS
PSAP_TSPAN13,EAF2_RPS5,CD3E_SAMD3,CD74_SAT1
HLA-DPA1_TCL1A,PFN1_RPL10A,GPX1_IRF8,HCST_RPL18A
CFP_ISG20,P2RX5_RPL18A,COTL1_RAC1,RPL14_SH2D2A
HOPX_TMEM66,NKG7_RPL3,CCL4_SNX2,CXCR4_RPL35A
HLA-DPA1_RPLP0,LDHB_MYL12A,BANK1_CCR7,LCK_RPS25
APMAP_RPS13,GZMH_HOPX,HLA-DQA2_ISG20,CYBA_HLA-DQA1
COTL1_OAZ1,RPS12_RPS15A,AP1S2_CD79A,OAZ1_RARRES3
CTSW_RPS27,HOPX_LDHB,LGALS1_TALDO1,CD74_MALAT1
GNG7_HLA-C,HLA-DQA1_TCL1A,HLA-DRB1_S100A8,LAG3_OAZ1
IL32_PYCARD,IRF8_RPL3,P2RX5_SNX2,CD3D_HLA-DRB5
RPL36_SAT1,CD247_NEAT1,CD3D_LAG3,CD3D_FCGRT
CFD_HLA-DQA2,CHST12_HLA-B,NPM1_RPS14,CD3D_CTSS
RPS10_RPS14,CEBPD_HLA-C,GZMA_S100A4,GZMK_RPSA
CCR7_RPS27A,RPL3_RPS27A,RPL10A_RPS14,FGFBP2_S100A8
CD99_CYBA,CD40_RPL30,AP1S2_LINC00926,FCER1G_OAZ1
HLA-DOB_SPIB,HLA-E_RPL10,APMAP_CD40,BRI3_PSAP
GPX1_HLA-DQA2,CD3D_GSTP1,RPL36_RPS6,OAZ1_PKIG
HLA-A_LAG3,MARCH1_RAC1,DUSP2_GSTP1,IL7R_RPL35A
HLA-E_ISG20,CFP_LGALS1,DUSP2_GZMH,AIF1_HLA-DPB1
CYBA_LCK,SMIM14_TYMP,S100A6_SMIM14,CFD_NEAT1
CD247_PFN1,CHST12_COTL1,OAZ1_RPS20,CD14_S100A11
CD72_HVCN1,BANK1_RPL5,CD247_PRF1,CFP_S100A11
FCER1G_HLA-DRB1,NPM1_RPL10A,LYZ_S100A9,EAF2_S100A4
B2M_CD3E,PKIG_SERPINA1,PTPRCAP_RPL35A,CD37_RPL36
OAZ1_RPL30,COTL1_SPI1,ARPC5L_SH2D1A,MALAT1_PRF1
CYBA_LTB,BLVRB_RPS6,FTL_MS4A6A,GZMA_NPM1
CD74_RPL5,CYBA_HLA-DOB,HLA-DQA2_SERPINA1,MALAT1_SAMD3
S100A4_S100A8,FCRL6_OAZ1,MS4A6A_RAC1,HLA-C_HLA-DQA1
MALAT1_SH2D1A,GSTP1_HLA-DRB5,LST1_TALDO1,FCER2_RPLP2
RPL36_RPLP0,PKIG_TIGIT,CD72_PSAP,HCST_ISG20
CD99_IL7R,HLA-A_RPS14,RPL31_RPL9,B2M_PTPRCAP
CXCR4_RPS3,NEAT1_S100A9,CD79A_CFP,GABARAP_PSAP
ARPC5L_IL32,RPL32_TSPO,CXCR4_HLA-DPA1,CD2_CD3D
COTL1_HLA-DRA,ARPC5L_RPL3,FGFBP2_LGALS3,PSAP_TYMP
HCST_SH2D1A,GZMK_RPL10A,ISG20_LGALS3,CD68_FCRL6
FCGRT_LGALS1,CD37_IL7R,C12orf75_TMEM66,CD79B_S100A9
HLA-B_RPS18,HVCN1_RPS23,CD68_COTL1,LY86_S100A11
LGALS3_LYZ,CTSW_RPL36,CD14_CYBA,IL7R_RPS27A
CD247_GZMM,APMAP_GZMA,IL7R_SH2D1A,HOPX_SMIM14
BLVRB_NPM1,FCGRT_RPL21,GZMK_TSPAN13,LINC00926_MATK
RPL13A_SAMD3,LY86_RPL13,CD14_LYZ,ARPC5L_MALAT1
RPL9_RPLP0,RPL5_TPT1,LGALS1_RPL35A,RPL14_S100A11
EAF2_HLA-DPA1,HLA-DMA_LGALS2,HLA-DPB1_SNX2,BANK1_FCGRT
GSTP1_LST1,HLA-DPA1_IL32,CD37_CD8B,HLA-B_S100A11
CD247_SH2D1A,GRN_HLA-C,EAF2_LYZ,FCRL6_GZMA
IL32_MS4A1,GZMK_HLA-DRB5,DUSP2_SAT1,HLA-DOB_ISG20
CFD_PNOC,CST7_NCR3,HCST_NCR3,CTSW_MATK
GZMK_RPS28,C12orf75_LTB,CD2_LINC00926,HOPX_RPS27A
FCER1G_GNG7,FCER1G_RPL14,CD14_LYAR,AIF1_NEAT1
CYBA_RPL36,CFD_VPREB3,AP1S2_HLA-DMB,APMAP_CCL5
CXCR4_RAC1,CD37_RPS10,NPC2_S100A6,GZMA_TALDO1
RPL9_TMEM66,COTL1_MALAT1,FCER2_LYAR,LGALS1_NPC2
GZMK_TMEM66,NOSIP_RPL21,RARRES3_S100A8,CD14_PFN1
GZMH_HLA-E,CTSS_HLA-DPA1,EEF1A1_RPL30,RPS23_RPS27
HOPX_RPSA,AC092580.4_RPS28,P2RX5_TSPO,HLA-DMA_NPC2
FTL_LYAR,ARPC5L_DUSP2,CD37_RPS10,CD37_CD74
LGALS3_RPL9,P2RX5_RPS25,GZMM_HOPX,CD247_LYAR
CCR7_CD14,MARCH1_RPL3,B2M_SAT1,CCR7_RPL31
CYBA_SH2D1A,HVCN1_MYL12A,CCL5_GZMH,BLK_RPL31
MS4A1_PDLIM1,APOBEC3G_RPS3,HLA-DOB_LGALS3,HLA-B_SPIB
CD68_HLA-DRB1,IRF8_PFN1,RPS14_TYROBP,CD3E_TALDO1
CCL5_S100A11,HCST_SAT1,GZMK_HVCN1,APMAP_HLA-DRB5
NPC2_PSAP,PPAPDC1B_SPI1,CD8B_IRF8,LYAR_PRF1
CST7_TKT,KLRG1_RPL27A,RPL27A_RPL3,GZMM_HLA-DOB
FTH1_S100A11,CFD_MALAT1,HVCN1_IL7R,LST1_PSAP
FTH1_S100A4,EEF1A1_LTB,GZMM_LCK,CFD_FGFBP2
RPS10_RPS13,NOSIP_PRF1,LST1_MARCH1,HLA-E_SNX2
MS4A1_S100A6,HLA-DPA1_TYROBP,FTL_RPL35A,ISG20_SNX2
HLA-DMA_LST1,CD99_CYB561A3,NPM1_VPREB3,FCER2_HLA-DQB1
RPL32_RPS3,CYB561A3_HLA-DPB1,FCRLA_ISG20,HLA-DMA_LGALS1
PRF1_PTPRCAP,OAZ1_RPL18A,HLA-A_PRF1,CD74_MARCH1
RPS11_SAT1,HLA-DOB_NKG7,C12orf75_RPS25,CD40_GNG7
LST1_LY86,GZMA_LYZ,OAZ1_RPL3,GNG7_RPL18A
CD99_RPS4X,S100A11_TALDO1,CST7_RPS28,CEBPD_PSAP
CCL4_CD68,RPL30_RPLP0,CST7_DUSP2,LAG3_TCL1A
HLA-DRB5_S100A9,MARCH1_RPS14,PYCARD_RPS14,CFD_PFN1
ARPC5L_HLA-DQB1,BLK_BRI3,CCL5_FGFBP2,GNG7_GRN
MYL12A_NOSIP,HOPX_RPS23,PRF1_TKT,PDLIM1_PTPRCAP
LAG3_NEAT1,FCRL6_FTH1,RPS10_TPT1,B2M_CFP
CST3_ISG20,FCER1G_RPL10,FGFBP2_MATK,CD79B_HLA-DMA
HLA-DPA1_OAZ1,GPX1_HLA-DRB5,AIF1_SNX2,MALAT1_RPS27A
CD3E_TALDO1,NPM1_RPS3A,B2M_CCL4,FGFBP2_SPIB
CHST12_GPX1,FCN1_RPS11,APMAP_RPS29,GNG7_ISG20
CTSW_RPL3,CD8A_RPL10A,CST7_HLA-DRB5,CFP_HLA-E
RPS4X_S100A6,CCL4_CD79A,APMAP_PDLIM1,CD79B_GZMM
NPC2_TKT,CD40_IL32,RPL32_RPS15A,SNX2_SPIB
CD3E_HOPX,HLA-A_RPL11,RPS27A_S100A6,FGFBP2_HLA-B
FTH1_TSPAN13,GZMA_HLA-DMB,CD3E_RPS4X,SERPINA1_TSPO
LYAR_S100A8,APOBEC3G_LGALS2,BANK1_IL7R,CD247_TSPAN13
CD40_RPS3A,RPL3_RPL31,LDHB_RARRES3,GZMM_HLA-DRA
CD79A_HLA-DMB,RPS11_SAT1,RPL10A_RPL11,CD8A_CST7
MYL12A_RPS4X,PKIG_RPS12,APOBEC3G_CD68,B2M_FCGRT
CD8B_FGFBP2,HCST_RPS5,RPL31_RPLP0,LGALS1_MS4A6A
CXCR4_GSTP1,RPL21_RPL5,CD99_RPL10,EEF1A1_RPL14
S100A6_SPI1,RPL18A_RPL30,RPL9_RPS6,CD3E_SNX2
RPL10_RPLP2,APMAP_RPL10A,CD99_RPS27A,RPL21_SNX2
HOPX_KLRG1,RPS23_TIGIT,MYL12A_TCL1A,FTL_MYL12A
AIF1_TKT,CCR7_RPS18,CCL5_DUSP2,CD8B_HLA-DPB1
NPM1_RPS28,RPL21_RPL30,BLVRB_SAT1,RPL31_RPLP0
PTPRCAP_RPL11,CD72_HLA-DQA1,NOSIP_VPREB3,LST1_RPL10A
CD74_NPM1,B2M_S100A8,CD99_NEAT1,KIAA0125_RPS27
BLVRB_RAC1,CCL4_LDHB,KLRG1_RARRES3,CD8A_SNX2
RPL31_RPS25,RPL30_RPS3A,CFD_HLA-DQB1,CD79A_LYZ
APOBEC3G_KLRG1,LYAR_RPL18A,RPL3_TPT1,LYAR_SPIB
APOBEC3G_PSAP,CD79A_HLA-A,HLA-DQA1_S100A6,AC092580.4_HLA-DQB1
RARRES3_TKT,FCER1G_RPS23,RAC1_RPL31,LGALS3_SH2D2A
SH2D2A_TMEM66,AP1S2_CTSW,FCRL6_HOPX,AC092580.4_LTB
RPLP2_TALDO1,PDLIM1_RPL30,SERPINA1_SH2D1A,CD74_PFN1
CD3E_MYL12A,RPS10_S100A11,CD247_LYAR,CST3_SAMD3
C12orf75_CD37,CHST12_RPL13A,COTL1_IL32,RPL10_RPLP0
CTSW_HOPX,FGFBP2_RPS11,FCRL6_LGALS2,HLA-DPB1_TYROBP
CD37_HLA-DMB,CD72_RPL9,NKG7_S100A6,PKIG_RPL3
HLA-DRB5_TSPO,CD247_HLA-A,GZMM_S100A4,CCR7_CYB561A3
HLA-A_MARCH1,FCGRT_S100A4,CD79A_GZMH,ISG20_RPS27
RPL31_RPL9,HLA-C_RPS13,HLA-DMB_IL7R,CYBA_TKT
CXCR4_SH2D2A,CD37_RPS25,HLA-DRA_TSPO,NCF2_RARRES3
CCR7_HLA-DRA,LYAR_RPLP0,HLA-B_LST1,CCR7_RPLP2
NEAT1_S100A11,CD8B_NEAT1,CYB561A3_RPL3,CD247_GZMH
GZMM_SH2D2A,C12orf75_FTL,COTL1_NPC2,B2M_HLA-B
RPS27A_RPSA,BANK1_OAZ1,MYL12A_SH2D2A,LST1_RPS25
LCK_RAC1,RPL10A_SMIM14,CTSW_RPS11,RPL13A_RPS3A
CD37_MS4A1,SPIB_TALDO1,RPL27A_RPS23,HLA-DPB1_NPC2
HLA-DRA_LCK,FGFBP2_SNX2,LST1_TSPO,MYL12A_RPLP0
LDHB_S100A4,HLA-B_RPS3,IL7R_TSPAN13,NOSIP_PDLIM1
HLA-C_RPS27A,GZMK_RPL9,HLA-DRB1_IL7R,SH2D2A_SMIM14
RPS6_TMEM66,HLA-DQA1_VPREB3,S100A6_TKT,CST3_KIAA0125
HLA-A_HLA-DPA1,C12orf75_GZMM,EAF2_GZMK,RPS27_RPS3A
OAZ1_RPL32,HLA-A_VPREB3,EAF2_HLA-DRB5,MALAT1_NPC2
KLRG1_TSPO,CCL5_EAF2,PFN1_TIGIT,CYBA_PRF1
ISG20_RPS29,RPS13_TYMP,CD79A_CD8A,ARPC5L_CYBA
IL32_SH2D2A,RPL10A_TIGIT,CD74_RPL23A,CD8A_CST3
APOBEC3G_CYBA,GRN_SAT1,BLVRB_SNX2,AC092580.4_GZMK
CCR7_SMIM14,NPC2_RPS11,CD37_RPS11,CD8A_CYBA
RPS12_RPS25,CYB561A3_RPS5,BANK1_NPM1,RPL13A_TKT
EEF1A1_MS4A6A,HLA-DOB_RPL18A,CCL4_HLA-DQA1,COTL1_RPLP2
RPS14_SAT1,LGALS3_S100A11,HLA-DQA1_P2RX5,AC092580.4_SH2D1A
CD3E_CD8B,EAF2_FCER2,CCL4_NPM1,LST1_SAMD3
CYBA_RPS10,AC092580.4_RPSA,CTSS_SH2D1A,CST3_HLA-DRB5
FCER1G_PSAP,CD8B_RPS4X,OAZ1_PKIG,AC092580.4_LYAR
RPS23_SERPINA1,FCGRT_LYZ,RPL14_RPS11,NPM1_RPLP2
HLA-DPA1_RPS18,HOPX_LYZ,LY86_TSPO,CD247_HLA-DRB5
FCRLA_HLA-C,CD8B_PSAP,FCER1G_HLA-DQB1,AC092580.4_RPL5
HLA-DPA1_RPL36,CST7_PPAPDC1B,LCK_RARRES3,RPS5_S100A4
MARCH1_RPS3,BANK1_RPL23A,PNOC_RPS10,CST7_PFN1
CEBPD_KLRG1,DUSP2_NCR3,RPLP2_RPS25,DUSP2_RPS27A
HLA-B_RPS11,RPL21_SH2D1A,RPLP2_RPS4X,CD14_CTSW
LTB_RPS12,LYAR_RPS27A,HLA-DPB1_PDLIM1,CYB561A3_HLA-DQA1
LYAR_RPS4X,CCR7_HLA-DRB1,FCER2_ISG20,FCRLA_RPS4X
TMEM66_TPT1,RPL30_S100A8,NEAT1_NPM1,HLA-B_IRF8
RPL36_RPS18,MARCH1_RPL27A,GZMA_TCL1A,NCR3_P2RX5
RPL11_SMIM14,CD2_NCR3,CTSW_NCR3,AC092580.4_RPL9
PTPRCAP_RPL14,LST1_RPL30,IL32_PFN1,MS4A6A_S100A6
MS4A6A_RPSA,HCST_IL32,GZMH_MS4A1,RPS3_SH2D2A
CFP_MS4A1,SAT1_SMIM14,BANK1_GZMK,IL32_RPL5
RPS27A_S100A6,RPLP2_TSPAN13,CD8B_LDHB,P2RX5_PDLIM1
MALAT1_S100A6,IRF8_RPL10A,HOPX_SAMD3,FTH1_HLA-DPB1
GZMA_S100A4,GZMM_TMEM66,RPS29_TCL1A,LGALS1_PNOC
RPS27A_SAMD3,APMAP_ARPC5L,DUSP2_PTPRCAP,AP1S2_HLA-DRB1
CD2_LAG3,P2RX5_RPS20,CCL4_RPL13A,CFD_CYBA
RPL23A_RPL27A,BANK1_COTL1,GZMH_TCL1A,RPL10A_RPL14
HLA-DRB5_RPL5,HLA-DQA2_MYL12A,FCGRT_SPIB,BRI3_S100A6
MS4A1_RPS23,HLA-DPA1_PRF1,CFP_FTH1,CD8B_RPS5
