GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
FCGR3A_ODC1,KIAA0125_KLRG1,IGSF6_ITGA2B,FOLR3_HLA-DMA
FGFBP2_HLA-DQA1,MS4A1_SERPINF1,LST1_LY6G6F,AIF1_NRGN
GZMA_GZMH,MS4A6A_ZAP70,C5orf56_CCL4,LY6G6F_MS4A1
LGALS3_TALDO1,KLRC1_SPIB,CCL4_MS4A1,GZMB_NKG7
SAT1_TALDO1,CTSS_FPR1,KLRG1_VAMP8,BLNK_GRN
CCL3_TIGIT,S100A8_SPIB,AQP3_IRF8,GZMK_LINC00926
C5AR1_IGSF6,CCL5_UBB,GSN_MS4A1,GPX1_GZMK
GRN_GSN,SNCA_ZAP70,S1PR5_TYROBP,HINT1_TUBB1
HVCN1_NCF2,MPP1_TNFRSF1B,PLEKHF1_PRF1,LTB_TMEM40
FCRL6_H2AFY,S100A8_TSC22D1,CCL4_PLD4,ASGR1_C5AR1
CD9_ENHO,CD247_GZMA,CD9_LST1,ARPC5L_LGALS1
CD79A_CLEC10A,AQP3_KIAA0125,HLA-DMB_IFITM3,FCN1_HLA-DQA1
CTSW_PLEKHF1,PNOC_S1PR5,LAMTOR1_PNOC,LGALS3_PHACTR1
KLRG1_RAMP1,GZMA_PRF1,IGFBP7_LAMTOR1,COTL1_GZMK
C9orf142_TALDO1,NCF2_TNFSF13B,CCL5_XCL1,NRGN_S100A8
GZMK_MZB1,LGALS2_TUBB1,LTB_PNOC,LST1_MAFB
CST3_NPC2,FOLR3_LAT2,DYNLL1_PLBD1,ASGR1_FCN1
CYBA_NCOA4,PKIG_TTC38,LITAF_PLBD1,BLNK_S100A8
CD37_PLEKHF1,AIF1_SMIM14,LGALS1_TYROBP,GP1BA_MMD
COTL1_HLA-DMB,CLEC1B_GIMAP7,FCRLA_IFI30,ASGR1_MS4A6A
GPR56_MFSD1,LTB_TSC22D1,LY6G6F_NCF2,FCER1A_NRGN
MS4A1_SERPINF1,FERMT3_RP11-367G6.3,LTB_MS4A6A,LGALS3_PLBD1
MYL9_RP11-367G6.3,H2AFY_PLD4,FGFBP2_IGSF6,ASGR1_TSC22D1
LITAF_PTGDR,C5orf56_MFSD1,CD9_SERPINF1,MMD_PKIG
ARPC5L_KLRB1,CDA_SAT1,COTL1_NKG7,FCGR2B_PLBD1
S100A11_SPON2,CD79A_MYL9,AIF1_PNOC,SNX29P2_TMEM40
GZMK_SPIB,CLDN5_CLEC1B,HOPX_IFITM3,CD72_GNG11
IRF8_LST1,ASGR1_GRN,CTSW_HOPX,CD247_FCGR3A
CST7_XCL2,KLRC1_NCR3,LGALS1_SPON2,CCL3_PLD4
CD9_GRN,AQP3_CD79B,C9orf142_CCL4,GYG1_PDIA3
FCER1G_LGALS3,FERMT3_PF4,FCN1_SEPT5,FOLR3_SMCO4
CST7_FCGRT,F13A1_IRF8,PLA2G12A_TUBB1,MYL9_PPBP
F13A1_LST1,IRF8_PTGS1,HLA-DPA1_PKIG,IGLL5_LDLRAP1
PRR5_TUBB1,CLU_MARCH2,GZMH_IGSF6,CD247_S1PR5
GZMA_SAT1,CCL3_RGS18,CCL5_IL1B,FCGR3A_S1PR5
CST3_PARVB,C5orf56_SPARC,CMTM5_MS4A1,GZMH_SPON2
GNLY_PRF1,HLA-DPB1_LST1,ID2_NRGN,IGLL5_SEPT5
CTSS_TPM4,HLA-DOB_ITGA2B,FPR1_MS4A6A,IGLL5_P2RX5
SRGN_TTC38,GZMK_NCR3,CCL5_S100A6,MFSD1_TNFRSF1B
APOBEC3G_LAT2,GAS2L1_PTCRA,CD79A_LINC00926,CST3_PHACTR1
CLIC3_GIMAP7,SEPT5_TNFSF13B,HIST1H2AC_PKIG,ARHGAP24_MYL9
CTSW_UBB,PLBD1_SEPT5,LITAF_TTC38,CD79A_SNX29P2
IGFBP7_TNFRSF1B,KLRG1_PNOC,HLA-DOB_SMIM14,P2RX5_SEPT5
EFHD2_KLRC1,PGRMC1_S100A12,C5orf56_FCGR3A,FCGR2B_FGL2
LINC00926_RP11-367G6.3,IRF8_S100A8,FCER1A_FCN1,HIST1H2AC_TNFRSF1B
ARPC1B_TIGIT,CD160_TPM1,ODC1_RAMP1,GRN_SPIB
PDIA3_TTC38,LINC00926_NCOA4,GPX1_LY6G6F,FCGR2B_S100A8
EAF2_IRF8,DYNLL1_HLA-DPA1,CD37_FCRLA,KIAA0125_MMD
RP11-367G6.3_SERPINF1,AC147651.3_CD79B,LAMTOR1_PKIG,HIST1H2AC_SMIM14
CD247_SPON2,CD37_SNX29P2,GIMAP7_PLD4,NRGN_SPIB
GP1BA_LST1,C5orf56_MAP3K7CL,AIF1_LY6G6F,CST3_FGL2
LAMTOR1_LGALS3,PLEKHF1_SPARC,PLBD1_PLD4,FCGR2B_GRN
FGFBP2_MARCH2,HLA-DMA_TNFSF13B,CTSS_TALDO1,CMTM5_LDLRAP1
EFHD2_KLRB1,PTCRA_S100A8,ADAM28_PNOC,JAKMIP1_LDLRAP1
ARPC1B_ID2,ODC1_PF4,CST7_MMD,CCL3_CDA
ID2_NCOA4,H2AFY_MAP3K7CL,FPR1_MAL,FGL2_HLA-DQA1
AKR1C3_PRSS23,CLDN5_KLRG1,GZMA_LYAR,GNG11_TUBB1
IFI30_SPARC,PF4_PNOC,LITAF_SNCA,ASGR1_RGS18
C9orf142_MS4A6A,ASGR1_F13A1,IL32_UBB,H2AFY_KLRB1
IFI30_NCF2,ASGR1_PTGS1,APOBEC3G_RP11-367G6.3,CDA_NRGN
MZB1_P2RX5,ASGR1_IL1B,COTL1_GZMB,AIF1_MPP1
HLA-DMA_SEPT5,CD19_PF4,ARPC1B_CD2,C2orf88_CA2
GZMH_PLA2G12A,BLNK_PF4,ARPC1B_PLEKHF1,AIF1_HLA-DQA1
CLIC3_LDLRAP1,CMTM5_TUBB1,CD247_PRF1,MPP1_PTGS1
AKR1C3_SPON2,BLNK_GZMK,HLA-DMA_S100A12,CA2_MZB1
COTL1_MYL9,CD19_GZMK,CST7_GZMA,CST3_LGALS2
LGALS3_NPC2,C2orf88_GAS2L1,C9orf142_PRF1,HLA-DMB_SNCA
FCGR3A_KLRC1,GP1BA_IL1B,RAMP1_TYROBP,PTGS1_SNCA
C5AR1_PHACTR1,HIST1H2AC_TPM1,CD72_IFI30,FCGR2B_SMCO4
CTSW_PYCARD,C5AR1_GP1BA,IGFBP7_PLBD1,LY6G6F_PTCRA
GNLY_IFITM3,CDA_TIGIT,HIST1H2AC_TPM1,CD9_PTCRA
NRGN_S100A8,ASGR1_HLA-DPB1,ASGR1_CD19,EAF2_SMCO4
CLIC3_DYNLL1,CD79B_CLEC1B,APOBEC3G_XCL2,AKR1C3_GZMH
PGRMC1_PTCRA,LAT2_MAL,AC147651.3_S100A12,FCGR2B_IGSF6
PRF1_TIGIT,CLEC1B_SWAP70,AC147651.3_S100A8,GZMK_PKIG
CDA_LGALS2,CLDN5_FOLR3,CD72_HOPX,CLIC3_FCGR3A
CLDN5_S100A8,LTB_TUBB1,CCL5_KLRG1,HVCN1_P2RX5
PPBP_SPARC,ASGR1_NCF2,HINT1_KLRC1,HLA-DMB_HLA-DQA1
LTB_PKIG,PPBP_SERPINF1,CCL5_HLA-DMA,CCL3_SERPINF1
FGFBP2_XCL1,LINC00926_PF4,CD247_TIGIT,CD72_ITGA2B
CA2_SEPT5,SNX29P2_TCL1A,CD247_PRSS23,GSTP1_GZMB
FCER1G_SRGN,SAMD3_SPARC,PKIG_PLD4,GZMB_PRF1
COTL1_HLA-DRB1,HLA-DQA1_LY6G6F,FOLR3_GZMK,RGS18_SNCA
HLA-DPB1_PKIG,CA2_COTL1,ADAM28_IGSF6,MS4A6A_S100A12
GIMAP7_HAVCR2,HVCN1_KIAA0125,CTSW_MAFB,MMD_SEPT5
GZMH_PTPRCAP,LDLRAP1_LTB,C5AR1_PTPRCAP,FCN1_SWAP70
GSN_HLA-DMB,GRN_SAT1,ABI3_LGALS1,BLVRA_FPR1
HINT1_MMD,NCOA4_TREML1,GNG11_PTGS1,CD160_GYG1
AQP3_NCF2,HLA-DMA_PLBD1,SPON2_TCL1A,ALDH2_FCGR2B
CD247_LDLRAP1,C9orf142_CCL4,GPX1_MARCH2,CD9_TREML1
EAF2_SDPR,CLEC10A_GSN,IGSF6_NCF2,ASGR1_FCER1A
FCGRT_PLBD1,HINT1_SRGN,CDA_SNCA,MAFB_S100A12
PLBD1_TUBB1,HVCN1_PLEKHF1,MS4A1_NKG7,CD72_GYG1
S100A11_S1PR5,ASGR1_IGSF6,IGSF6_PPBP,MAP3K7CL_NCF2
GPX1_NKG7,CST3_NPC2,CCL3_TSC22D1,LST1_NRGN
CCL5_LGALS1,ALDH2_IGSF6,CCL4_GPX1,FCGRT_HLA-DQA1
JAKMIP1_MAL,C5AR1_FCN1,FCGR3A_S1PR5,AC147651.3_CMTM5
CD19_MAL,CST3_GRN,GZMK_MS4A6A,SNX29P2_TCL1A
CD72_SERPINF1,CEBPB_HLA-DQB1,GNG11_MAL,FCGRT_LGALS3
BLVRA_CCL3,ENHO_MARCH2,CD9_SPARC,CD37_TCL1A
CTSW_SAMD3,NRGN_S100A8,C2orf88_TCL1A,KLRC1_TUBB1
PGRMC1_TPM4,TPM4_VAMP8,ARHGAP24_KLRC1,C5AR1_HLA-DMA
COTL1_LDLRAP1,C2orf88_GZMK,IRF8_SPIB,ALDH2_LGALS3
GPX1_GSN,F13A1_GP1BA,NKG7_S100A6,HLA-DMB_LST1
C1orf162_SMIM14,GP1BA_PTGS1,GIMAP7_HLA-DQB1,FCGRT_SERPINF1
HINT1_PRSS23,CTSW_PTPRCAP,CLIC3_LGALS1,FCER1G_GZMB
ARPC1B_MS4A1,PGRMC1_TUBB1,EFHD2_FCN1,ASGR1_HLA-DMA
CLU_IFI30,HLA-DRB1_IL1B,PKIG_TCL1A,ENHO_HLA-DMA
GZMH_LGALS3,C2orf88_S1PR5,LST1_NCF2,CD9_P2RX5
CCL4_MS4A1,C9orf142_TTC38,TMEM40_TYROBP,CD37_PTPRCAP
HLA-DQA1_PRSS23,CD160_LYAR,ABI3_CD247,CDA_HLA-DMA
CD79B_RAMP1,CDA_SEPT5,HLA-DOB_PKIG,BLVRA_HLA-DMA
CCL3_GIMAP5,LAMTOR1_MARCH2,CST3_GNG11,MAFB_NRGN
ARPC1B_GSN,CD9_FPR1,LY6G6F_PLD4,C2orf88_PLD4
HOPX_LYAR,PDIA3_SNX29P2,F13A1_FCGR2B,MAFB_MARCH2
C1orf162_CD72,BLVRA_LINC00936,CD1C_IGSF6,FGFBP2_UBB
LDLRAP1_PRR5,HAVCR2_MAFB,HLA-DQA1_MYL9,SERPINF1_TNFSF13B
P2RX5_RP11-367G6.3,GIMAP7_LITAF,CEBPB_TYROBP,BLNK_GP9
ARHGAP24_TPM1,ASGR1_NPC2,ARHGAP24_TCL1A,CST7_CTSS
ABI3_FCER1A,AC147651.3_GIMAP7,ALDH2_NCF2,HLA-DPB1_S100A12
CCL3_FCN1,GAS2L1_TPM1,HLA-DQA1_LGALS2,CD72_CLU
GZMA_MARCH2,ASGR1_SMIM14,CCL3_FCER1G,CMTM5_LTB
LINC00926_MFSD1,CD79B_PLA2G12A,RGS18_RP11-367G6.3,BLVRA_PTGS1
DYNLL1_FCER1G,PLA2G12A_TPM1,GIMAP5_IGSF6,ACRBP_JAKMIP1
CCL4_HVCN1,KLRB1_SWAP70,ABI3_FCRLA,CD19_TPM1
CCL4_CCL5,GPX1_HLA-DQA1,GPR56_MPP1,GP1BA_LTB
ADAM28_FCN1,C5orf56_TMEM40,IGSF6_PLBD1,CCL4_SPON2
CTSW_LITAF,PLA2G12A_PTCRA,CD9_PNOC,PARVB_PLA2G12A
HLA-DQA1_TREML1,NCF2_PLBD1,CLDN5_GZMB,BLVRA_IL1B
CYBA_FCRL6,CD79A_IGLL5,MYL9_SPARC,CST3_FPR1
APOBEC3G_IL32,GRN_PLBD1,C2orf88_ENHO,GRN_KIAA0125
ITGA2B_PF4,HLA-DMA_HLA-DPA1,SAMD3_SPARC,C2orf88_JAKMIP1
GZMA_NCOA4,MAL_SWAP70,CD79B_CLDN5,LTB_NPC2
GYG1_RP11-367G6.3,HVCN1_ODC1,PRSS23_TYROBP,CD2_SEPT5
ARPC1B_S100A6,CDA_HLA-DMA,PHACTR1_PKIG,FCRLA_GNG11
GSN_P2RX5,JAKMIP1_MAL,PLA2G12A_SPON2,GZMK_PNOC
AC147651.3_JAKMIP1,C5orf56_FCER1A,GRN_MMD,CD79A_GZMK
GNLY_HLA-DPA1,CD79B_SNX29P2,C1orf162_FGFBP2,GZMK_LTB
FCER1A_MAP3K7CL,FGL2_HAVCR2,HLA-DMA_ID2,IGLL5_MYL9
ABI3_TREML1,CST3_LST1,GZMB_HINT1,F13A1_LDLRAP1
CTSS_NCOA4,CLEC1B_JAKMIP1,GPR56_ODC1,CD72_EFHD2
ENHO_PLD4,PDIA3_PF4,DYNLL1_PKIG,CMTM5_PTPRCAP
LTB_LYAR,HLA-DPA1_SAT1,GIMAP7_PTPRCAP,AP001189.4_GZMK
GYG1_LINC00926,MS4A1_PLEKHF1,FCN1_PTGS1,LY6G6F_PTPRCAP
HINT1_HLA-DRB1,GSN_MAP3K7CL,CD160_TIGIT,FCN1_SERPINF1
COTL1_GPX1,ITGA2B_PARVB,HLA-DRB1_ID2,MYL9_PF4
MZB1_RP11-367G6.3,ALDH2_SEPT5,IFITM3_PTGS1,ADAM28_TMEM40
GZMB_HINT1,FCGRT_GPR56,AIF1_BLVRA,JAKMIP1_LY6G6F
ABI3_EAF2,FERMT3_IGLL5,CLDN5_GP1BA,F13A1_MYL9
GZMH_PRSS23,CST3_PLBD1,CD79A_IFI30,LGALS2_NRGN
LAMTOR1_PNOC,CTSS_FCGRT,GSN_PLEKHF1,CD37_TMEM40
MFSD1_PGRMC1,SAT1_SMCO4,CMTM5_LGALS2,ALDH2_NRGN
CCL5_FCRL6,ALDH2_FPR1,FCGR3A_S100A6,MPP1_PLBD1
EFHD2_ZAP70,CD160_CD2,GNLY_LITAF,ARHGAP24_SDPR
APOBEC3G_LDLRAP1,CLEC10A_ITGA2B,CD79A_PKIG,CD79B_PF4
APOBEC3A_ENHO,MS4A1_PKIG,CD9_GP1BA,PPBP_SDPR
CCL5_GZMK,F13A1_HLA-DRB1,AKR1C3_CST7,JAKMIP1_MMD
C5AR1_MS4A6A,HLA-DRB1_PTGS1,FCRLA_ITGA2B,FCER1A_FCGRT
P2RX5_TYROBP,CD72_TPM4,CCL5_TSC22D1,CDA_LST1
FCGRT_HLA-DPB1,CD1C_PLEKHF1,C2orf88_CLU,FGL2_NRGN
FCGR3A_NKG7,GZMK_KIAA0125,AIF1_IGSF6,GNG11_IGLL5
CLIC3_HVCN1,C5orf56_CLIC3,ARPC1B_GSTP1,MS4A6A_SERPINF1
PRR5_TNFSF13B,ACRBP_PTCRA,CD247_LYAR,NCF2_NRGN
HOPX_TNFRSF1B,C2orf88_P2RX5,FCN1_IGSF6,LST1_TSC22D1
GP9_LINC00926,PKIG_PPBP,HAVCR2_KIAA0125,F13A1_LINC00926
CD247_KLRC1,C1orf162_GZMA,CMTM5_NKG7,CD1C_MS4A6A
FCRL6_MFSD1,MZB1_PLEKHF1,BLNK_PKIG,LST1_PARVB
CD9_MAFB,APOBEC3A_MPP1,CLU_TCL1A,ASGR1_HLA-DQA1
AC147651.3_SNX29P2,LTB_PGRMC1,CD160_FCGR3A,GZMH_TTC38
CMTM5_PLA2G12A,MS4A1_SNX29P2,GSTP1_PKIG,CD37_GP9
GPX1_NCF2,LTB_PRR5,AKR1C3_FGL2,CD72_CD79A
CD247_GIMAP7,HLA-DQA1_MAFB,LITAF_S100A8,RP11-367G6.3_TPM1
DYNLL1_IL32,CEBPB_SDPR,C1orf162_MARCH2,CD19_S100A8
GIMAP7_IFITM3,IL1B_TUBB1,H2AFY_PKIG,CCL4_CD160
FCER1G_MMD,AQP3_CLDN5,TIGIT_TYROBP,F13A1_LTB
CCL3_HVCN1,HIST1H2AC_PTCRA,PNOC_TREML1,COTL1_GPX1
FCGR3A_RP11-367G6.3,LGALS2_PLBD1,C9orf142_TYMP,GP9_LTB
CTSW_MAFB,FCGR2B_MAL,FERMT3_GZMK,CMTM5_PKIG
AKR1C3_EFHD2,APOBEC3A_CEBPB,C5AR1_FCGRT,F13A1_TPM1
C9orf142_NCOA4,CLIC3_NCOA4,CD247_TYROBP,CDA_MPP1
GP1BA_IRF8,HVCN1_PKIG,LGALS3_PNOC,BLVRA_IFI30
CD2_NKG7,LGALS2_TNFSF13B,LINC00926_XCL2,BLVRA_ENHO
PTGDR_TNFRSF1B,IGFBP7_SMCO4,COTL1_RP11-367G6.3,BLVRA_CLEC10A
CD19_PARVB,FOLR3_PTCRA,HVCN1_XCL1,KLRG1_RAMP1
CD247_HLA-DRB1,C9orf142_PRF1,ASGR1_HLA-DOB,APOBEC3A_MFSD1
GPR56_IGFBP7,GP9_MARCH2,PGRMC1_PKIG,BLVRA_PHACTR1
FCGR3A_XCL2,CMTM5_HLA-DRB1,GIMAP7_GYG1,P2RX5_PNOC
C1orf162_FERMT3,CD160_NCR3,AIF1_F13A1,MYL9_TPM1
EFHD2_GSN,CD9_LGALS3,LAMTOR1_NCF2,CLEC10A_MZB1
APOBEC3G_SDPR,FPR1_PLBD1,TALDO1_UBB,KIAA0125_P2RX5
HAVCR2_PLA2G12A,CTSS_NCF2,PTGDR_SPARC,KIAA0125_SNX29P2
CD247_HLA-DQA1,CD1C_H2AFY,CD37_GZMA,CD2_GP1BA
CD2_NCF2,GSN_SPARC,PRF1_SNX29P2,CD2_CMTM5
PNOC_SERPINF1,GPR56_NPC2,PTGS1_TYROBP,HLA-DPA1_KLRG1
IGLL5_TNFSF13B,ASGR1_HLA-DMB,LGALS3_NPC2,ACRBP_ENHO
CCL5_GZMH,CST3_TNFSF13B,APOBEC3G_H2AFY,CD19_KLRG1
LAT2_TALDO1,FPR1_TNFSF13B,LITAF_NPC2,CLEC1B_F13A1
ABI3_PLEKHF1,LGALS3_TNFSF13B,GYG1_XCL1,ENHO_MZB1
CST7_S100A11,AC147651.3_CLDN5,GNLY_NKG7,AKR1C3_PRF1
CCL3_TYMP,C5orf56_PLD4,HLA-DPA1_JAKMIP1,ACRBP_FGFBP2
CTSS_LINC00936,KLRG1_SWAP70,HVCN1_SAMD3,MAFB_MPP1
C2orf88_SNX29P2,PLEKHF1_TTC38,FCGR3A_PRSS23,NCOA4_NKG7
APOBEC3G_KLRB1,GRN_TNFSF13B,FOLR3_IFITM3,AIF1_MFSD1
FPR1_GP9,CD9_CST3,NCR3_NKG7,GRN_SWAP70
ENHO_GNG11,FCRL6_LAMTOR1,GZMK_HLA-DMB,GP9_SNX29P2
GYG1_HVCN1,FCER1A_GSN,CD247_LINC00936,ADAM28_GP9
AQP3_PTCRA,MS4A1_NCOA4,HAVCR2_S100A6,IFITM3_S100A8
ADAM28_NRGN,C5AR1_LGALS2,LGALS1_S100A6,AIF1_PLD4
HLA-DQB1_PLA2G12A,GP1BA_ZAP70,FCER1G_NRGN,IFITM3_TNFSF13B
CCL4_GSTP1,MAL_MMD,PDIA3_PLD4,HLA-DMA_PLD4
GP9_PLD4,C5AR1_HLA-DMB,ABI3_CYBA,CA2_CYBA
CEBPB_SDPR,F13A1_TNFSF13B,MMD_PTGS1,CA2_MFSD1
CLIC3_HLA-DPB1,PTGS1_TNFSF13B,GIMAP7_RGS18,FGL2_S100A12
LST1_TYROBP,ABI3_RAMP1,HINT1_PRF1,CYBA_PLD4
CD247_ID2,ASGR1_SEPT5,CD79A_TPM1,EAF2_MPP1
CST7_TPM4,ASGR1_LGALS2,GPX1_PGRMC1,FCGRT_S100A8
CD247_XCL2,AP001189.4_PPBP,HLA-DPB1_MS4A6A,EAF2_FCN1
CYBA_TPM1,CDA_LGALS2,ALDH2_MFSD1,FCGRT_S100A12
AKR1C3_SRGN,LST1_SMIM14,NCOA4_PPBP,FCGR3A_TPM4
S100A8_TALDO1,GZMK_TSC22D1,CLDN5_IRF8,FCGRT_SWAP70
NKG7_PTPRCAP,FCGR3A_PTPRCAP,HLA-DQA1_ITGA2B,GNG11_P2RX5
GZMB_TTC38,CLEC1B_FCGR2B,HLA-DQB1_LINC00926,C5AR1_MPP1
GPR56_S100A8,MMD_SNCA,MS4A1_XCL2,FCGR2B_LGALS3
C9orf142_PRF1,CLEC10A_PLEKHF1,KLRG1_NPC2,NRGN_TYROBP
C5orf56_HLA-DQA1,F13A1_PLBD1,AC147651.3_PKIG,HLA-DQA1_MZB1
GPX1_LAT2,PLBD1_PTGS1,GIMAP7_HLA-DQA1,ASGR1_S100A11
COTL1_TYMP,NCOA4_SAMD3,HLA-DQB1_PLBD1,IGLL5_PGRMC1
GZMB_XCL1,CMTM5_ZAP70,S1PR5_TPM1,CCL3_IL1B
CCL5_ID2,CLIC3_TMEM40,LGALS1_TTC38,CMTM5_GAS2L1
ARPC1B_GNLY,IL1B_TNFSF13B,KIAA0125_PPBP,CD1C_HLA-DQA1
C1orf162_MARCH2,CD79B_KLRB1,AIF1_MS4A6A,F13A1_P2RX5
GZMB_KIAA0125,ACRBP_LAT2,ARPC5L_HINT1,F13A1_PF4
PLD4_TREML1,MAL_PNOC,CLEC1B_IL1B,BLNK_KLRG1
COTL1_LINC00936,LYAR_PTCRA,NCF2_TALDO1,FCGR3A_GZMH
LINC00936_PARVB,CD160_TSC22D1,S100A11_TIGIT,FGL2_GZMB
MAP3K7CL_PHACTR1,IGFBP7_NCF2,CST7_SPON2,FGL2_HLA-DMB
CD2_HLA-DPB1,CD9_HLA-DMA,CMTM5_CTSS,CTSS_S100A6
APOBEC3G_FCRLA,IL1B_PLBD1,GRN_PHACTR1,GZMK_XCL2
HIST1H2AC_PTCRA,GZMK_LDLRAP1,MZB1_PRF1,ALDH2_SPIB
C5AR1_TYROBP,CLIC3_PLD4,BLNK_PTCRA,CMTM5_TPM1
ARHGAP24_TREML1,FOLR3_LDLRAP1,IL32_KLRB1,ALDH2_SNCA
CLIC3_SRGN,CD9_TIGIT,FCRL6_ITGA2B,CD19_CD79B
FCN1_TUBB1,KLRB1_KLRC1,AP001189.4_CA2,COTL1_MARCH2
GSTP1_LINC00936,BLNK_GIMAP5,IGSF6_TNFSF13B,FCN1_HLA-DMA
CTSW_LINC00936,CD19_GIMAP5,GP9_PGRMC1,ENHO_FOLR3
SPON2_SRGN,F13A1_TUBB1,CD79A_TCL1A,AIF1_ASGR1
S100A6_XCL2,PTGS1_TUBB1,FCN1_FPR1,LGALS1_P2RX5
EFHD2_P2RX5,AP001189.4_MS4A1,SAT1_SPON2,CLEC10A_FCGR3A
FCGR3A_TPM1,AQP3_TPM1,PRF1_TYROBP,COTL1_FCGRT
APOBEC3G_S1PR5,H2AFY_TMEM40,LINC00926_TYROBP,CST3_HLA-DMA
FCGR3A_FGFBP2,ITGA2B_TPM4,CCL3_RP11-367G6.3,MPP1_TYROBP
ABI3_MARCH2,CCL3_FOLR3,IFI30_LST1,ADAM28_CLU
SDPR_SEPT5,HLA-DMB_TUBB1,SERPINF1_TYROBP,HLA-DMA_PLBD1
HIST1H2AC_UBB,SMIM14_TIGIT,MS4A1_TMEM40,CST3_IL1B
GZMB_PTPRCAP,HVCN1_TPM1,COTL1_TALDO1,ADAM28_ITGA2B
ENHO_MAP3K7CL,FOLR3_IRF8,AKR1C3_IGSF6,C5AR1_FOLR3
FGFBP2_UBB,GRN_HLA-DPB1,ARPC5L_TNFSF13B,IGSF6_SPIB
PDIA3_ZAP70,CEBPB_GNG11,LTB_PKIG,ASGR1_S100A6
ARPC1B_GIMAP7,FCGR2B_LTB,GRN_HLA-DMB,CCL4_NKG7
CCL4_GZMB,BLVRA_HLA-DQB1,IL32_PKIG,CYBA_PHACTR1
CEBPB_HLA-DOB,GRN_SMIM14,PDIA3_RGS18,FGL2_SPIB
CCL3_HIST1H2AC,HLA-DRB1_SMCO4,PARVB_PLD4,NCF2_SNCA
GZMB_HOPX,CDA_F13A1,LGALS3_NKG7,MPP1_SMCO4
CD37_IL32,CDA_PTGS1,CD247_SMCO4,CD1C_SMCO4
CD19_FCGR2B,HLA-DRB1_PLBD1,GSN_IGFBP7,FCGR2B_FCRLA
ABI3_GNLY,LGALS3_PLBD1,CD79B_TCL1A,ALDH2_MAP3K7CL
AKR1C3_TTC38,HLA-DQB1_LY6G6F,NCF2_TYROBP,ADAM28_SPARC
LY6G6F_PPBP,AP001189.4_HVCN1,HLA-DMB_IFI30,MAP3K7CL_PTGS1
ABI3_TPM1,APOBEC3A_MAFB,CST3_SAT1,FCGR3A_PRF1
FERMT3_MMD,CDA_IL1B,APOBEC3G_HINT1,C2orf88_TUBB1
CYBA_XCL1,AC147651.3_TPM1,HINT1_NKG7,LGALS2_SNCA
C5orf56_IGLL5,HLA-DRB1_TNFSF13B,CTSS_FCGRT,CD72_IRF8
ALDH2_F13A1,CLEC1B_MMD,C5orf56_TYROBP,LGALS3_S100A12
MFSD1_PPBP,ALDH2_LGALS3,F13A1_PTPRCAP,GRN_PNOC
S100A6_TIGIT,CDA_FPR1,CD19_TYROBP,CCL4_H2AFY
CDA_LY6G6F,HLA-DRB1_LGALS2,HLA-DQA1_TCL1A,APOBEC3A_CST3
ARPC1B_PRSS23,CDA_GRN,GPR56_LGALS1,CD19_SNCA
LYAR_NRGN,C2orf88_CLEC1B,EFHD2_LGALS3,PKIG_RP11-367G6.3
PGRMC1_TALDO1,CLDN5_GAS2L1,HLA-DPB1_IGSF6,ADAM28_IGFBP7
HINT1_PLA2G12A,LTB_SWAP70,FPR1_KIAA0125,CD37_ITGA2B
KIAA0125_RP11-367G6.3,FCRLA_SERPINF1,PLBD1_TYROBP,CCL5_LGALS1
ODC1_UBB,ABI3_FCRL6,HLA-DOB_PHACTR1,HLA-DMB_MAP3K7CL
LST1_RP11-367G6.3,HVCN1_SERPINF1,GPX1_IFITM3,FGL2_LGALS3
GIMAP7_HLA-DPB1,GIMAP5_PTCRA,ID2_NCOA4,PKIG_SNX29P2
APOBEC3G_LINC00936,ARHGAP24_TPM4,C9orf142_CDA,IL1B_LGALS3
HOPX_TIGIT,FOLR3_NRGN,MARCH2_TYROBP,C5AR1_FGL2
GSN_RAMP1,MPP1_TALDO1,IRF8_S100A11,ITGA2B_SNX29P2
COTL1_HLA-DQB1,C5AR1_EAF2,GZMB_SNCA,HINT1_SDPR
FCGRT_GYG1,JAKMIP1_LTB,FGFBP2_PDIA3,ENHO_MFSD1
IGSF6_NCF2,FCGR2B_KLRB1,GYG1_MS4A1,MS4A1_SEPT5
FCGR2B_S100A8,CDA_IGFBP7,PLEKHF1_TCL1A,SPIB_TNFSF13B
FCGR3A_LTB,GSN_PLD4,APOBEC3G_CD9,SERPINF1_SMCO4
DYNLL1_KLRG1,FCRLA_PKIG,ARPC5L_GZMK,AQP3_PTCRA
FPR1_GP1BA,C5orf56_NCOA4,CD37_LGALS3,COTL1_IFITM3
ABI3_HOPX,MAP3K7CL_SAMD3,FGL2_XCL1,LTB_TCL1A
CTSW_LAT2,ALDH2_HLA-DMA,CST7_NKG7,HLA-DOB_SDPR
KLRG1_PTCRA,EAF2_FOLR3,LGALS2_LST1,CD247_PRF1
AP001189.4_P2RX5,C5AR1_IL1B,FCGRT_HLA-DPB1,CCL5_HLA-DOB
IL32_TCL1A,C2orf88_HVCN1,FPR1_TNFSF13B,FCGR3A_PYCARD
CST7_FGFBP2,PARVB_SAMD3,LGALS3_LY6G6F,LTB_LY6G6F
SNCA_SWAP70,CCL3_HLA-DMB,DYNLL1_IRF8,PRF1_TPM4
CST7_ID2,CCL5_NKG7,SMIM14_TNFSF13B,SDPR_TCL1A
